"site_no","start_date","end_date","lam1","tau2","tau3","tau4","ar1","amplitude","phase","ma1","ma2","ma3","ma4","ma5","ma6","ma7","ma8","ma9","ma10","ma11","ma12","ma13","ma14","ma15","ma16","ma17","ma18","ma19","ma20","ma21","ma22","ma23","ma24","ma25","ma26","ma27","ma28","ma29","ma30","ma31","ma32","ma33","ma34","ma35","ma36","ma37","ma38","ma39","ma40","ma41","ma42","ma43","ma44","ma45","ml1","ml2","ml3","ml4","ml5","ml6","ml7","ml8","ml9","ml10","ml11","ml12","ml13","ml14","ml15","ml16","ml17","ml18","ml19","ml20","ml21","ml22","mh1","mh2","mh3","mh4","mh5","mh6","mh7","mh8","mh9","mh10","mh11","mh12","mh13","mh14","mh15","mh16","mh17","mh18","mh19","mh20","mh21","mh22","mh23","mh24","mh25","mh26","mh27","fl1","fl2","fl3","fh1","fh2","fh3","fh4","fh5","fh6","fh7","fh8","fh9","fh10","fh11","dl1","dl2","dl3","dl4","dl5","dl6","dl7","dl8","dl9","dl10","dl11","dl12","dl13","dl14","dl15","dl16","dl17","dl18","dl19","dl20","dh1","dh2","dh3","dh4","dh5","dh6","dh7","dh8","dh9","dh10","dh11","dh12","dh13","dh14","dh15","dh16","dh17","dh18","dh19","dh20","dh21","dh22","dh23","dh24","ta1","ta2","ta3","tl1","tl2","tl3","tl4","th1","th2","th3","ra1","ra2","ra3","ra4","ra5","ra6","ra7","ra8","ra9","comment"
"07366000","1940-10-01","1956-09-30",472.65,0.74,0.62,0.38,0.902,0.59,71.757,472.651,107.5,187.898,48.324,4.397,393.333,61.091,27.333,1.277,0.879,0.707,851.743,1129.916,1145.085,905.356,919.694,137.342,73.355,50.779,44.321,60.271,96.672,292.785,73,61.023,76.909,85.532,94.443,71.716,47.774,65.367,65.336,NA,90.752,62.934,25.96,3.921,10.276,142.182,2.241,1.023,1.499,0.925,1.412,-0.019,202.463,394.625,348.375,208.5,115.812,33.1,25.725,17.887,16.194,16.575,24.512,107.875,147.757,0.028,0.009,0.004,0.013,192.981,0.884,0.403,222.04,0.011,2686.188,3033.25,4298.188,3870.062,3358.375,414.438,196.688,149.8,121.375,131.906,308.875,933.925,166.862,44.86,47.912,10.977,4.577,7.52,-0.198,14.146,332.503,203.392,155.295,17.363,23.242,30.215,25.791,2.75,50.562,3.133,5.438,52.864,118.062,65.5,4.25,5.312,4.688,5.438,2.438,2,0.75,5.075,6.424,7.468,9.833,17.067,222.04,192.406,186.68,184.749,132.905,0.047,0.069,0.091,0.167,0.028,28,75.525,3.812,269.917,1,6535.625,5562.708,3966.741,2073.092,1342.611,61.349,55.146,46.273,46.185,47.12,60.797,36.9,19.285,4.081,18.55,34.562,44.273,22.224,13.973,16.782,132.303,269.75,1.25,292.562,0.271,48.52,0.229,358.531,25.539,0.02,0.033,165.739,35.661,0.373,161.317,338.536,97.682,331.277,0.315,0.136,0.105,66.125,19.35,"none"
"07365000","1940-10-01","1968-09-30",405.6,0.74,0.6,0.36,0.819,0.46,71.055,405.597,111,197.048,70.348,3.654,2180,114.792,44.388,1.632,1.007,0.805,698.401,836.545,760.465,708.724,708.524,284.23,117.24,55.692,103.772,91.801,186.101,342.946,66.932,66.625,70.727,101.445,108.932,111.809,122.631,NA,NA,NA,108.334,79.594,14.521,3.114,5.836,132.131,1.134,1.143,2.134,0.798,1.8,0.053,193,294.429,264.857,165.679,102.436,34.411,14.836,7.876,6.655,11.525,25.912,93.247,146.015,0.007,0.003,0,0.005,196.028,0.292,0.37,215.33,0.004,2288.786,2634.643,2742.893,3643.679,3120.571,1741.25,516.368,221.782,555.427,303.94,541.029,1113.429,173.427,49.021,36.375,9.82,3.919,8.939,-0.249,18.697,179.944,107.244,87.612,14.522,18.075,27.048,20.603,4.786,59.199,5.179,7.393,47.907,111.143,54.107,6.286,7.786,5.964,7.393,4.464,1.75,0.75,1.5,1.945,2.868,5.76,26.144,215.33,206.248,239.201,247.349,242.199,0.014,0.026,0.052,0.088,0.005,15.838,83.635,17.179,149.592,5,6637.321,4867.607,3426.25,1666.98,1039.25,80.529,62.873,55.769,49.509,48.127,59.796,30.867,15.018,3.881,11.7,44.78,29.538,14.407,9.072,12.285,66.583,273.321,0.857,304.893,0.251,41.68,0.162,353.497,31.777,0.011,0.016,180.706,44.948,0.31,204.638,363.133,95.035,394.235,0.274,0.263,0.155,69.036,14.168,"none"
"08011500","1948-10-01","1978-09-30",85.297,0.85,0.757,0.545,0.685,0.287,47.514,85.298,6.52,307.655,NA,13.142,2546.874,100.888,35.5,4.185,2.434,1.857,165.813,136.088,123.133,148.923,104.721,27.616,23.616,29.981,22.348,39.947,47.876,155.162,137.862,150.436,162.449,199.943,196.026,201.449,188.116,184.117,188.504,220.926,229.301,179.319,14.335,3.301,6.412,129.233,1.372,1.663,1.839,0.512,1.447,0.144,10.953,7.282,4.222,2.546,1.622,1.352,0.893,1.264,0.581,0.272,1.157,3.025,198.884,0.001,0,0,0,257.214,0.005,0.067,360.555,0,799.4,716.133,864.733,1283.26,743,326.26,148.24,238.02,136.074,311.64,613.76,1065.933,142.656,473.456,193.971,35.941,6.261,6.127,0.534,50.767,326.182,258.124,234.986,64.658,72.423,82.071,80.704,8.733,34.492,13.533,16.534,27.575,124.733,84.133,14,16.533,16.467,16.534,9.267,3.134,0.533,0.006,0.01,0.022,0.401,4.526,360.555,331.662,265.257,120.855,82.809,0.001,0.003,0.061,0.188,0.014,9.505,48.166,30.066,88.743,1.733,2604.333,1736.778,997.199,400.076,217.055,51.602,38.302,29.684,29.111,31.513,402.808,153.145,61.405,4.164,5.417,26.714,13.101,7.602,5.121,5.547,29.897,279.567,0.6,327.2,0.202,43.989,0.393,347.101,45.658,0.038,0.007,193.704,62.333,0.497,108.182,275.286,43.026,350.222,0.251,0.675,0.345,83.2,11.926,"weighted"
"07355500","1928-10-01","1982-09-30",30697.21,0.53,0.4,0.17,0.99,0.65,91.717,30697.213,17200,94.032,10.662,1.785,18.805,8.426,5.849,0.301,0.219,0.181,36047.198,44684.131,46569.008,46627.716,57740.4,41667.957,18998.584,10327.682,9938.037,12840.763,18134.213,25828.692,35.916,31.209,34.085,39.641,43.879,40.295,41.688,33.347,38.602,41.686,45.819,43.859,9.647,1.819,3.181,96.281,0.509,0.455,1.718,0.827,1.232,0.039,19124.815,24591.111,25908.519,26141.852,26610.556,20162.222,9454.815,6009.444,4723.519,5123.222,7280.241,12467.407,114.531,0.185,0.118,0.172,0.13,53.618,11.806,0.684,48.1,0.047,57750.556,68329.63,73240.741,77576.667,92618.519,69236.296,36162.593,18881.111,20003.148,27354.444,34259.815,45710.37,82.747,5.852,8.605,4.483,2.483,3.192,-0.468,1.752,83.271,38.01,17.754,3.191,5.08,8.367,4.588,4.204,48.769,1.571,4.444,44.502,72.481,11.5,4.741,3.963,0.87,4.444,4.185,1.63,0.556,3171.741,3287.673,3474.841,4189.726,6234.497,48.1,47.748,49.476,58.536,65.335,0.184,0.202,0.244,0.424,0.238,20.167,60.861,0,NA,0,118237.037,116938.889,112837.302,88618.765,63689.043,34.864,35.182,36.697,43.429,46.185,6.874,6.56,5.152,2.935,19.25,65.435,39.554,18.55,13.213,20.793,72.363,281.907,6.111,305.148,0.681,74.474,0.142,361.351,34.661,0,0.164,178.686,54.471,0.244,3252.225,137.815,1815.386,114.65,0.318,0.066,0.057,51.556,16.31,"none"
"07383000","1942-10-01","1952-09-30",237.39,0.66,0.49,0.22,0.823,0.72,57.305,237.389,84,145.605,40.744,2.826,164.802,27.667,15.81,1.152,0.749,0.623,500.177,501.184,449.558,372.117,301.91,136.497,62.483,27.498,30.846,50.305,165.842,265.352,69.127,57.93,93.432,78.942,75.769,94.614,83.859,85.383,84.851,71.874,87.267,98.969,6.579,2.864,4.293,105.142,0.71,3.128,1.154,0.712,1.147,-0.118,170,216.7,115.2,156.1,76.54,40.8,16.4,8.15,10.35,17.66,21.62,87.14,139.843,0.049,0.024,0.026,0.026,117.778,2.358,0.449,122.057,0.075,1381,1209.3,1528.2,1145.1,919.5,514,201.87,128.97,156.43,207.74,604.5,1017.2,89.966,18.335,19.331,7.926,3.952,2.353,-0.803,24.453,105.47,59.589,22.197,7.604,10.696,14.358,11.553,5.4,68.293,4.625,9.4,34.454,111,45.6,7.6,8.6,9.7,9.4,5.2,3,0.5,5.68,5.737,6.066,10.842,22.273,122.057,128.788,124.861,133.036,101.598,0.068,0.072,0.129,0.25,0.048,12.779,73.11,0,NA,0,1856,1558.733,1211.729,729.937,522.497,16.621,21.115,33.437,39.808,38.601,22.095,14.425,8.69,3.11,10.781,58.979,24.28,12.907,4.701,9.702,54.72,273.7,0.6,288.4,0.28,48.756,0.333,338.883,40.882,0.024,0.005,155.75,43.825,0.373,148.553,176.482,51.843,202.297,0.232,0.263,0.129,82.2,11.323,"none"
"07373250","1978-10-01","1994-09-30",62.29,0.6,0.77,0.66,0.224,0.17,49.248,62.292,28,267.577,17.221,2.225,4.765,2.526,2.1,0.469,0.278,0.223,91.327,110.052,84.71,77.859,74.616,46.58,28.908,25.322,28.945,37.198,63.289,81.888,124.067,155.216,154.083,103.427,105.423,93.739,54.42,48.445,69.841,75.793,128.694,112.216,13.788,1.519,3.298,104.621,0.738,1.765,1.908,0.246,1.19,0.028,26.85,30.962,29.469,27.375,24.637,20.837,18.675,17.156,16.85,17.25,19,25.512,34.286,0.528,0.271,0.55,0.28,37.402,27.092,0.406,18.025,0.419,711.125,1062.812,768,508.506,632.381,305.312,118.438,98.513,230.756,314.625,840,855.188,197.443,50.952,26.463,2.893,1.5,11.199,0.596,72.116,31.002,23.04,27.223,10.692,19.286,28.75,13.234,10.438,64.883,0,19.25,21.917,34.75,15.188,16.125,15.312,9.625,19.25,11.562,4.625,0.75,14.781,14.636,14.963,16.987,19.273,18.025,18.906,19.28,22.221,21.193,0.528,0.534,0.607,0.714,0.607,7.323,37.173,0,NA,0,2545.688,1129.083,555.929,224.586,127.483,102.151,84.389,73.224,54.223,47.349,90.917,19.855,8.021,2.784,4.742,38.991,10.903,2.269,1.578,4.661,23.877,274.406,0.438,308.562,0.538,64.992,0.167,343.811,38.674,0.02,0.011,137.421,52.655,0.364,111.9,389.056,43.301,611.559,0.207,0.248,0.08,101.625,10.105,"none"
"07367630","1975-10-01","1986-09-30",17663.5,0.53,0.3,0.04,0.994,0.85,83.227,17663.496,11050,84.736,13.139,1.599,25.236,13.569,9.712,0.347,0.28,0.244,22477.889,27603.601,29907.889,30848.667,29756.921,21716.758,10226.364,3919.528,2785.261,4728.475,9531.848,19147.067,32.994,20.053,20.056,23.553,34.408,41.241,47.71,35.429,34.592,56.584,47.122,24.07,5.432,1.836,3.279,93.222,0.352,1.13,1.677,0.886,1.638,0.28,15417.273,19532.727,21756.364,22339.091,19103.636,13030,2459.091,1591.727,1358.727,1307.273,5387.273,11467.273,135.113,0.108,0.074,0.083,0.086,51.91,7.426,0.864,8.713,0.068,30570.909,32509.091,35909.091,37754.545,38936.364,30620.909,18760,6980,5074.545,11123.636,15085.455,25233.636,75.135,2.825,6.196,3.974,2.742,2.868,0.575,2.999,90.635,55.981,1.43,2.334,4.044,7.195,4.058,9.909,49.942,0,1.455,47.269,79.727,0.909,3.727,1.545,0.091,1.455,9.727,1.818,0.545,1066.909,1126.148,1223.159,1504.8,2111.92,8.713,17.522,21.049,21.816,29.773,0.097,0.111,0.136,0.282,0.157,11.375,63.545,0,NA,0,46881.818,46715.152,46372.727,43597.576,35102.424,33.188,33.439,33.896,35.557,44.416,4.243,4.197,3.945,2.774,38,95.232,49,51.588,10,62.625,28.962,273.455,32.636,283,0.621,73.803,0.15,350.935,40.264,0,0.46,189.3,56.902,0.23,789.099,117.676,739.03,112.998,0.463,0.047,0.047,94.364,23.835,"none"
"07386000","1943-10-01","1960-09-30",53.42,0.9,0.83,0.65,0.551,0.17,55.382,53.424,1.25,364.653,NA,42.74,Inf,210,60,Inf,23.963,18.348,96.939,103.178,71.044,58.363,71.354,31.058,46.362,24.239,15.783,20.501,33.392,70.8,235.778,208.733,239.502,282.183,271.484,258.893,227.162,237.241,246.915,NA,258.474,265.396,12.164,2.711,4.692,124.656,0.884,1.44,1.611,0.751,1.308,0.091,0.959,1.276,0.458,0.259,0.076,0.056,0.083,0.082,0.112,0.071,0.135,0.359,189.947,0.005,0,0,0,393.043,0.017,0.015,412.311,0,958.059,793.235,780.971,701.647,717.129,363.776,407.476,230.371,158.047,242.253,366.318,849.882,116.676,1687.5,778.712,85.6,9.6,4.88,-0.078,51.651,742.859,613.302,608.062,247.295,255.332,278.496,291.853,10.706,48.284,24.706,23.824,23.24,130.294,100.529,21.059,24.765,24.118,23.824,12.941,8.765,0.529,0.012,0.013,0.018,0.262,2.818,412.311,387.298,366.023,149.988,119.52,0.009,0.014,0.21,0.16,0,6.818,57.455,61.235,62.81,2,1916.235,1183.686,644.902,226.865,127.462,35.67,41.827,43.991,51.26,40.601,1532.988,515.921,181.492,3.607,3.643,20.647,8.821,5.299,4.178,3.713,21.316,284.206,0.471,312.059,0.324,45.048,0.2,363.298,47.219,0.014,0.008,141.945,65.258,0.238,118.041,236.034,49.247,293.789,0.228,1.396,0.693,98.176,16.021,"none"
"07383500","1943-10-01","2016-09-30",428.57,0.61,0.42,0.13,0.957,0.6,56.122,428.566,161,120.71,27.655,2.662,53.097,20.363,13.132,0.782,0.593,0.507,717.681,791.726,663.8,579.792,537.97,302.229,208.102,145.966,164.803,159.99,316.543,574.965,54.84,48.576,57.705,65.443,66.876,72.456,68.047,71.408,74.47,82.543,88.195,70.918,13.489,2.048,3.981,103.112,0.608,1.587,1.89,0.556,1.059,0.054,286.473,346.455,224.489,191.432,156.736,88.229,61.376,36.641,34.715,24.944,60.035,164.09,170.98,0.084,0.033,0.068,0.042,62.955,3.304,0.504,66.209,0.05,1408.219,1372.014,1325.192,1287.616,1135.068,712.178,497.47,412.086,456.751,490.523,834.626,1219.767,84.325,12,13.478,7.453,4.323,4.465,0.489,8.718,75.451,56.263,25.786,4.864,7.019,10.262,8.264,7.986,48.293,4.377,6.178,39.954,117.342,42.712,9.658,7.767,4.699,6.178,7.863,2.534,0.918,13.436,14.682,17.22,30.686,58.849,66.209,65.556,68.735,69.88,54.924,0.083,0.107,0.191,0.329,0.14,10.529,70.084,0,NA,0,2353.836,2104.174,1893.409,1415.929,935.218,38.876,36.631,33.743,38.705,36.969,14.62,11.76,8.795,3.054,13.333,124.109,19.134,15.242,9.171,14.924,36.591,247.267,2.89,292.068,0.423,50.467,0.143,364.935,43.533,0.006,0.101,146.41,60.016,0.192,104.13,203.152,45.655,143.269,0.284,0.16,0.1,82.329,19.587,"none"
"07385500","1949-10-01","2004-09-30",906.86,0.24,-0.01,0.18,0.958,0.63,79.221,906.865,956,40.69,7.526,0.949,4.419,2.132,1.664,0.217,0.11,0.074,1067.349,1139.266,1119.187,1113.307,1088.979,893.382,772.599,717.992,721.425,648.247,699.844,914.944,19.123,18.309,16.062,17.89,15.308,21.315,21.314,24.233,24.228,25.297,27.86,29.044,2.895,0.421,0.962,38.043,-0.064,0.593,0.607,0.286,0.496,-0.054,779.782,840.509,881.291,859.873,825.964,660.491,586.345,533.2,525.727,463.545,478.709,566.873,47.305,0.354,0.338,0.282,0.381,58.863,33.764,0.839,69.911,0.21,1532.6,1586.636,1522.491,1530.145,1430.091,1251.255,1073.473,1001.073,1024.582,984.382,1083.691,1435.127,39.027,2.266,2.092,1.433,1.151,2.879,0.702,1.389,4.427,5.027,NA,1.351,3.653,NA,1.491,5.091,65.506,0,10.545,40.8,0.4,0,11.018,0.073,0,10.545,5.2,2.509,1,321.673,335.107,361.245,441.341,546.59,69.911,71.125,70.713,63.334,51.344,0.336,0.378,0.462,0.691,0.324,14.75,83.318,0,NA,0,2124.545,1988.667,1839.675,1500.775,1252.499,24.739,25.697,26.164,22.953,15.536,2.222,1.924,1.57,1.544,8.176,61.963,17.003,5.5,0,8.652,58.388,236.627,2.655,286.655,0.682,71.909,0.154,12.082,52.529,0.006,0.085,153.03,58.518,0.153,78.503,167.147,44.084,121.977,0.333,0.039,0.037,97.345,22.333,"none"
"07369000","1939-10-01","2016-09-30",1921.47,0.75,0.63,0.37,0.934,0.43,52.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EflowStats error"
"07384000","1944-10-01","1956-09-30",542.55,0.65,0.45,0.14,0.961,0.75,77.411,542.549,157,135.64,32.11,3.456,83.684,38.929,23.158,0.876,0.724,0.621,850.341,1206.917,944.016,907.872,1063.376,469.292,215.103,114.683,45.865,71.587,188.774,473.68,54.065,36.208,61.866,61.132,56.437,63.442,55.806,68.57,68.438,57.04,57.588,66.184,15.796,3.404,5.95,120.432,1.172,1.691,1.396,0.901,1.325,-0.001,349.167,594.25,439.667,411.25,317.833,148,106.792,25.208,19.817,24.4,29.467,193.417,164.098,0.094,0.031,0.088,0.034,40.123,3.12,0.585,59.618,0.051,1466.75,2095.583,1778.583,1996,1991.917,1087.167,519.083,349.917,147.583,185.75,512.833,951.417,104.095,17.163,18.864,10.127,5.605,4.716,-0.459,10.317,159.272,159.53,66.047,6.502,10.685,13.014,12.345,4.333,62.493,4.182,4.5,37.305,130.667,72.917,6.5,4.583,4.833,4.5,4.333,3,0.75,16.275,16.647,18.029,26.96,37.128,59.618,56.327,65.578,110.344,107.089,0.104,0.115,0.172,0.242,0.121,19.514,60.781,0,NA,0,3311.667,2970.556,2668.25,1954.597,1263.199,36.139,37.305,40.295,44.167,39.419,21.093,16.995,12.45,3.303,18.161,97.568,28.403,29.037,15.086,20.204,66.694,274.333,2.5,298.833,0.407,56.787,0.73,362.379,19.934,0.026,0.074,170.615,37.423,0.351,132.381,212.972,49.395,151.219,0.235,0.14,0.082,63.5,12.873,"none"
"07076850","1961-10-01","1976-09-30",212.61,0.81,0.7,0.47,0.754,0.36,56.314,212.612,25,264.638,NA,8.504,Inf,587.5,137.273,Inf,1.981,1.529,405.337,348.588,467.404,372.127,251.907,121.003,11.885,32.487,57.149,13.437,158.939,318.517,119.386,114.535,122.391,153.996,145.886,171.348,NA,NA,NA,NA,NA,125.934,14.14,3.206,6.493,128.372,1.269,1.281,1.673,0.789,1.496,0.222,48.52,45.733,45.867,23.173,7.63,1.309,0.245,0.69,1.088,0.6,14.353,30.847,162.918,0,0,0,0,258.492,0,0.173,NA,0,2594.313,1785,2868.4,2603.067,1382.933,1108.167,98.732,163.907,342.5,113.347,850.013,1510.433,159.921,175.833,105.36,24.16,6.04,7.769,-0.647,35.293,318.605,228.052,190.737,40.927,49.076,55.547,54.114,6,44.096,7.933,11.667,27.234,127.467,83.933,9.133,11.4,11.4,11.667,6.067,3.667,0.533,0,0,0.006,0.293,6.443,NA,360.555,263.584,179.579,113.171,0,0,0.012,0.044,0,14.556,68.454,44.2,92.148,8,5858.667,4089.378,2516.19,929.893,545.283,57.732,53.734,50.869,39.192,37.516,234.347,100.648,37.196,3.79,7.75,36.444,20.118,11.247,7.363,7.806,48.821,284.467,0.533,303.333,0.228,45.225,0.364,359.941,21.452,0.021,0.011,181.842,46.595,0.332,185.983,315.802,84.49,398.236,0.263,0.488,0.274,70.533,23.246,"none"
"07364500","1938-10-01","1958-09-30",1894.13,0.61,0.41,0.1,0.989,0.9,86.234,1894.13,722,116.291,21.829,2.623,49.018,24.701,16.105,0.591,0.487,0.422,2285.382,3614.435,4137.729,4430.445,3263.631,1604.9,865.569,358.902,513.817,265.873,575.738,951.182,31.943,29.901,25.355,27.084,32.934,40.774,38.845,29.442,18.517,22.298,28.54,39.298,11.811,3.464,5.787,114.358,1.156,1.152,1.862,0.398,1.434,0.035,1023.7,2382.55,2944.45,2924.8,2088.15,866.8,290.35,196.7,234.7,155.2,242.65,553.35,143.362,0.219,0.071,0.168,0.076,35.429,7.124,0.84,55.651,0.08,3277.8,4990.55,5600,6307,4854.5,2486.25,1597.2,686.9,882.7,478.4,994.25,1489.8,104.378,12.095,11.842,7.604,4.238,3.238,0.381,4.627,268.816,188.033,63.531,5.439,7.522,9.925,8.569,2.65,79.604,2.857,2.05,43.27,116.1,43,2.7,2.25,1.7,2.05,2.25,2.5,0.7,132.15,125.981,129.095,151.146,184.493,55.651,46.721,48.497,76.359,103.717,0.183,0.179,0.209,0.263,0.155,25.25,82.402,0,NA,0,7612,7513.333,7259.857,6138.7,4763.776,30.826,30.337,30.691,31.123,36.528,10.543,10.055,8.502,3.38,44.25,52.887,68.906,51.6,25.294,44.39,144.105,276.375,8,299.6,0.535,69.915,0.236,4.51,31.856,0,0.162,178.836,35.798,0.175,150.483,198.535,79.688,102.549,0.274,0.056,0.044,47.4,22.057,"none"
"07368000","1938-10-01","2016-09-30",267.206,0.702,0.592,0.331,0.976,0.499,57.745,268.805,77,156.755,37.07,3.77,94.878,17.792,8.897,1.078,0.695,0.53,450.731,510.713,492.534,444.431,328.631,148.634,131.938,87.627,92.146,86.72,171.135,294.784,74.838,70.331,73.135,83.205,76.548,76.576,77.263,65.156,34.457,69.6,81.668,78.562,20.61,2.607,6.847,138.724,1.445,0.219,3.566,1.544,2.413,0.356,140.77,219.687,223.755,169.995,130.547,63.393,49.169,40.769,37.968,33.925,42.988,85.828,176.65,0.181,0.081,0.165,0.089,98.488,8.131,0.465,107.72,0.019,939.295,1007.955,1005.044,952.577,740.77,358.022,303.828,203.385,203.237,258.079,474.197,719.715,105.093,28.373,30.899,12.221,3.394,5.595,-0.942,1.358,133.201,113.478,107.696,7.823,11.342,16.077,11.891,6.254,80.287,5.264,7.24,53.322,97.413,58.947,8.574,7.587,5.2,7.24,6.573,3.44,0.76,23.434,23.956,24.997,29.806,42.625,107.72,106.529,111.866,104.553,91.401,0.255,0.28,0.346,0.392,0.16,11.446,87.602,2.387,189.839,0.267,1665.16,1629.106,1500.356,939.819,617.377,34.6,35.296,39.568,61.682,69.605,27.76,24.64,14.506,4.131,7.853,116.176,22.915,13.698,12.845,13.65,46.373,273.133,5.813,306.333,0.347,42.197,0.157,339.91,44.949,0.003,0.173,143.029,52.89,0.174,56.955,177.735,31.968,171.508,0.307,0.144,0.114,67.613,19.648,"weighted"
"07265000","1940-10-01","1953-09-30",274.92,0.74,0.53,0.19,0.992,0.78,69.592,274.925,23,151.453,NA,11.953,Inf,2770,653.333,Inf,2.528,2.067,493.408,637.007,683.718,650.456,361.56,107.84,19.758,25.928,50.186,49.952,96.206,149.135,76.82,60.143,37.437,46.292,95.926,NA,NA,NA,NA,NA,NA,NA,24.224,5.206,12.204,147.736,2.59,3.472,2.943,1.439,2.543,0.363,162.585,350,427.4,268.077,103.1,0.938,0.038,1.323,25.6,1.154,8.069,17.477,239.543,0,0,0,0,286.206,0,0.662,NA,0,825.123,917.615,993.077,968.231,640.692,336.708,90.869,81.869,74.823,130.862,208.462,364.846,117.072,47.5,77.826,43.304,17.043,7.24,-0.934,16.504,964.419,974.602,901.563,21.776,26.289,29.847,39.877,4.538,40.842,5.154,2.846,60.595,154,129.385,4.462,4.077,3.692,2.846,4.769,3.615,0.462,0,0,0.031,0.758,11.782,NA,NA,276.385,283.801,259.585,0,0.001,0.033,0.026,0,19.667,60.764,58.462,88.76,13,1307.154,1301.59,1275.692,1077.693,769.779,41.473,41.741,43.15,48.52,57.001,56.833,55.465,46.856,4.636,30.333,83.54,42.268,39.255,35.787,32.917,64.564,289.769,6.846,310,0.245,45.396,0.522,325.612,48.908,0,0.132,171.876,42.077,0.353,32.971,132.917,19.901,115.338,0.271,0.154,0.143,40,24.303,"none"
"07264500","1935-10-01","1953-09-30",587.63,0.65,0.41,0.12,0.992,0.85,64.918,587.633,185,122.269,NA,3.176,16200,103.636,40.667,1.857,0.889,0.71,1067.36,1412.902,1224.027,1191.648,672.558,319.265,129.255,99.851,116.531,133.28,263.813,478.765,44.367,34.059,32.304,33.739,65.028,NA,187.626,NA,NA,NA,84.648,61.158,11.933,2.83,5.238,120.351,0.923,1.024,2.135,0.787,1.449,0.04,426.222,860.333,802.278,675.556,241.85,51.533,9.856,12.478,62.783,9.656,52.594,163.061,176.842,0,0,0,0.001,236.724,0.018,0.696,367.866,0,1774.5,1931.611,1714.167,1605.278,1178.778,679.667,381.4,247.211,193.044,295.717,509.089,833.778,105.26,7.807,17.838,8.757,5.276,7.144,-0.039,4.321,230.214,202.126,122.636,5.721,8.023,11.744,10.018,4.333,37.961,4.667,2.333,53.001,138.556,57.833,4.167,3.167,1.833,2.333,4.222,2.833,0.444,0.128,0.171,0.56,3.505,46.886,367.866,344.276,240.534,168.734,169.631,0.001,0.003,0.019,0.13,0.001,20.083,58.589,35.556,99.531,6,2480.111,2458.741,2402.921,2012.891,1455.572,56.147,55.874,54.86,50.951,48.142,13.406,12.989,10.88,3.61,41.6,57.901,45.014,45.345,31.545,39.951,70.086,287.167,7.833,305.278,0.313,49.187,0.313,351.041,47.459,0,0.137,154.556,45.972,0.477,50.062,149.692,32.817,107.846,0.316,0.095,0.088,41.778,20.501,"none"
"07076750","1990-10-01","2016-09-30",29557.721,0.335,0.236,0.11,0.974,0.849,73.382,28312.579,24000,60.334,5.509,1.175,5.246,3.077,2.493,0.16,0.11,0.089,39518.952,35721.654,39209.678,43743.333,38992.338,25084.166,22822.984,15939.395,14316.292,13860.202,18467.208,32335.444,19.747,26.313,26.735,29.403,26.755,10.824,12.846,14.285,21.92,21.032,25.271,27.183,2.685,0.804,1.678,57.168,0.143,1.264,0.33,0.288,0.33,-0.014,29325,24112.5,25675,29875,26337.5,20525,18087.5,12437.5,10125,9945,12223.75,21886.25,59.79,0.302,0.261,0.304,0.289,29.473,26.094,0.846,21.665,0.315,51600,47662.5,60550,66937.5,56650,29387.5,26487.5,20225,20325,20375,26978.75,44287.5,63.193,3.578,3.915,2.193,1.496,2.096,Inf,3.8,26.17,20.669,NA,1.714,4.537,NA,2.242,5.75,47.191,0,4.125,50.438,7.75,0,5.625,0.5,0,4.125,5.625,1.75,0.75,7052.5,7243.333,8034.286,9155.167,11864.889,21.665,22.388,31.583,30.799,0.271,0.3,0.307,0.349,0.608,0.436,20.337,50.397,0,NA,0,85125,84004.166,80128.572,67283.333,48668.75,23.502,23.255,21.882,24.162,23.291,3.59,3.379,2.783,2.379,30.427,40.28,35.394,7.75,0,26.823,54.929,260.938,3.625,281.625,0.722,86.259,0.788,12.895,17.698,0.089,0.051,163.058,35.559,0.466,1355.201,161.515,1018.587,95.876,0.411,0.031,0.033,77.5,3.462,"weighted"
